grid_id,origin_count,dest_count
4943,0.0,0.0
4677,0.0,0.0
4944,0.0,0.0
6803,0.0,0.0
7069,0.0,0.0
6936,0.0,0.0
6937,0.0,0.0
7070,0.0,0.0
6804,0.0,0.0
6938,0.0,0.0
7071,0.0,0.0
6805,0.0,0.0
6939,0.0,0.0
6273,0.0,0.0
6672,0.0,0.0
6406,0.0,0.0
6274,0.0,0.0
6540,0.0,0.0
6673,0.0,0.0
6407,0.0,0.0
6275,1.0,2.0
6541,0.0,0.0
6674,0.0,1.0
7205,0.0,0.0
7338,0.0,0.0
7472,1.0,2.0
7206,0.0,0.0
7339,1.0,2.0
7207,0.0,0.0
7340,4.0,7.0
7473,9.0,23.0
7341,9.0,10.0
7474,8.0,18.0
7072,0.0,0.0
6806,0.0,0.0
6807,0.0,0.0
6940,0.0,0.0
7073,0.0,0.0
6941,0.0,1.0
6808,0.0,0.0
7074,2.0,3.0
6809,0.0,0.0
6942,0.0,0.0
6408,0.0,0.0
6542,0.0,1.0
6675,0.0,1.0
6276,0.0,0.0
6409,0.0,0.0
6676,0.0,0.0
6277,0.0,0.0
6543,0.0,0.0
6410,0.0,0.0
6677,1.0,0.0
7208,1.0,0.0
7475,7.0,5.0
7209,2.0,1.0
7342,4.0,7.0
7210,0.0,0.0
7476,4.0,6.0
7343,3.0,3.0
7211,0.0,1.0
7344,2.0,1.0
7477,16.0,9.0
7075,0.0,0.0
6810,0.0,0.0
6943,0.0,0.0
7076,0.0,0.0
6811,0.0,0.0
6944,0.0,0.0
7077,0.0,0.0
6812,0.0,0.0
6945,0.0,0.0
7078,1.0,0.0
6544,0.0,0.0
6278,0.0,0.0
6411,0.0,0.0
6545,0.0,0.0
6678,0.0,0.0
6279,0.0,0.0
6412,0.0,0.0
6679,0.0,1.0
6280,0.0,0.0
6546,0.0,0.0
6413,0.0,0.0
6414,0.0,0.0
6680,2.0,1.0
6281,0.0,0.0
6547,1.0,1.0
6681,1.0,2.0
6548,0.0,0.0
6415,0.0,0.0
6282,0.0,0.0
6682,0.0,0.0
6946,0.0,0.0
6813,0.0,0.0
7079,0.0,0.0
6947,0.0,0.0
7080,2.0,0.0
6814,2.0,6.0
6948,0.0,0.0
7081,0.0,0.0
6815,3.0,0.0
7082,1.0,0.0
5739,1.0,3.0
5473,0.0,0.0
5606,0.0,0.0
5607,0.0,0.0
5474,0.0,0.0
5740,0.0,1.0
5475,0.0,1.0
5741,2.0,2.0
5608,0.0,0.0
5609,0.0,0.0
6138,0.0,1.0
6005,1.0,1.0
5873,1.0,1.0
6006,0.0,1.0
6139,0.0,0.0
5874,1.0,2.0
6007,1.0,0.0
6140,0.0,0.0
5875,0.0,0.0
6008,0.0,0.0
5340,0.0,0.0
5074,0.0,1.0
5207,0.0,0.0
5208,0.0,0.0
5075,0.0,0.0
5341,0.0,0.0
5209,0.0,0.0
5076,0.0,0.0
5342,0.0,0.0
5210,0.0,0.0
5476,0.0,0.0
5742,2.0,0.0
5743,0.0,0.0
5610,0.0,0.0
5477,0.0,0.0
5478,0.0,0.0
5611,0.0,0.0
5744,1.0,0.0
5612,0.0,0.0
5479,0.0,0.0
6141,0.0,0.0
6142,0.0,0.0
5876,0.0,3.0
6009,0.0,0.0
6010,0.0,0.0
6143,0.0,1.0
5877,0.0,0.0
6144,0.0,0.0
6011,0.0,0.0
5878,0.0,0.0
5077,0.0,0.0
5343,0.0,0.0
5344,0.0,0.0
5211,0.0,0.0
5078,0.0,0.0
5345,0.0,0.0
5079,0.0,0.0
5212,0.0,0.0
5346,0.0,0.0
5080,0.0,0.0
5745,0.0,0.0
5613,0.0,0.0
5746,0.0,1.0
5480,0.0,0.0
5614,0.0,0.0
5747,0.0,2.0
5481,1.0,1.0
5615,3.0,2.0
5748,10.0,10.0
5482,0.0,0.0
5213,0.0,0.0
5347,0.0,0.0
5081,0.0,0.0
5214,0.0,1.0
5215,0.0,2.0
5348,1.0,0.0
5082,0.0,0.0
5083,0.0,0.0
5216,1.0,0.0
5349,3.0,1.0
6145,0.0,0.0
6012,0.0,0.0
5879,1.0,0.0
6013,0.0,0.0
5880,6.0,0.0
6146,0.0,0.0
5881,1.0,1.0
6014,0.0,0.0
6147,0.0,0.0
5882,2.0,5.0
5217,0.0,0.0
5084,2.0,0.0
5350,0.0,0.0
5218,0.0,0.0
5085,0.0,0.0
5351,0.0,0.0
5219,2.0,0.0
5086,0.0,0.0
5352,0.0,1.0
5220,0.0,0.0
3877,0.0,0.0
4143,0.0,0.0
4010,0.0,0.0
4011,1.0,0.0
4144,0.0,0.0
3878,0.0,0.0
4012,0.0,0.0
4145,0.0,0.0
3879,0.0,0.0
4013,0.0,2.0
4146,0.0,0.0
3880,8.0,2.0
3881,3.0,4.0
4014,1.0,0.0
4147,2.0,1.0
4015,0.0,0.0
3882,1.0,1.0
4148,0.0,0.0
3883,0.0,0.0
4016,0.0,0.0
4279,0.0,0.0
4412,0.0,1.0
4546,2.0,2.0
4280,0.0,0.0
4413,0.0,1.0
4281,0.0,1.0
4414,0.0,0.0
4547,0.0,0.0
4415,0.0,0.0
4548,0.0,1.0
4678,0.0,0.0
4811,0.0,0.0
4812,0.0,2.0
4945,0.0,0.0
4679,1.0,0.0
4946,0.0,0.0
4813,0.0,0.0
4680,1.0,1.0
4814,0.0,0.0
4681,0.0,0.0
4149,0.0,0.0
3884,0.0,0.0
4017,0.0,0.0
4150,0.0,0.0
3885,0.0,0.0
4018,0.0,0.0
4151,0.0,0.0
3886,0.0,0.0
4019,0.0,0.0
4152,0.0,0.0
4282,0.0,0.0
4549,0.0,1.0
4283,0.0,0.0
4416,0.0,0.0
4284,0.0,0.0
4550,0.0,0.0
4417,0.0,0.0
4285,0.0,0.0
4418,0.0,0.0
4551,0.0,0.0
4947,0.0,0.0
4948,0.0,0.0
4682,0.0,0.0
4815,0.0,0.0
4683,0.0,0.0
4949,1.0,0.0
4816,0.0,0.0
4684,0.0,0.0
4950,1.0,0.0
4817,0.0,0.0
4020,0.0,0.0
3887,0.0,0.0
4153,0.0,0.0
4021,0.0,0.0
4154,0.0,0.0
3888,0.0,0.0
4022,2.0,1.0
4155,1.0,1.0
3889,0.0,0.0
4156,1.0,1.0
4286,0.0,0.0
4419,0.0,0.0
4552,0.0,0.0
4287,1.0,1.0
4420,0.0,0.0
4553,0.0,0.0
4421,0.0,1.0
4554,0.0,0.0
4288,0.0,0.0
4555,0.0,0.0
4818,0.0,0.0
4951,0.0,0.0
4685,0.0,0.0
4686,0.0,0.0
4819,0.0,0.0
4952,0.0,0.0
4687,0.0,0.0
4820,0.0,0.0
4953,0.0,0.0
4821,0.0,3.0
6015,0.0,1.0
6148,1.0,0.0
5883,0.0,0.0
6016,0.0,0.0
6149,0.0,0.0
5884,0.0,0.0
6017,0.0,0.0
6150,0.0,0.0
5885,0.0,0.0
6151,1.0,1.0
5749,4.0,3.0
5616,0.0,0.0
5483,0.0,0.0
5617,0.0,1.0
5750,0.0,1.0
5484,0.0,0.0
5485,0.0,0.0
5618,0.0,0.0
5751,0.0,0.0
5486,1.0,0.0
5087,0.0,0.0
5353,0.0,0.0
5221,2.0,2.0
5088,0.0,0.0
5354,0.0,5.0
5222,6.0,9.0
5089,3.0,6.0
5355,3.0,2.0
5090,3.0,8.0
5356,1.0,2.0
6018,0.0,0.0
5886,0.0,1.0
6019,0.0,1.0
6152,0.0,1.0
6153,1.0,0.0
5887,0.0,0.0
6020,0.0,0.0
5888,0.0,0.0
6154,0.0,0.0
6021,0.0,0.0
5619,0.0,0.0
5752,0.0,0.0
5620,0.0,1.0
5753,0.0,0.0
5487,2.0,0.0
5621,4.0,0.0
5488,3.0,4.0
5754,0.0,1.0
5622,6.0,4.0
5489,2.0,3.0
5755,15.0,25.0
5756,14.0,14.0
5490,0.0,0.0
5623,6.0,10.0
5624,5.0,3.0
5757,2.0,2.0
5491,13.0,4.0
5758,1.0,2.0
5492,4.0,4.0
5625,4.0,1.0
5223,2.0,4.0
5224,1.0,3.0
5091,5.0,2.0
5357,1.0,0.0
5092,8.0,10.0
5225,4.0,1.0
5358,9.0,5.0
5226,10.0,7.0
5093,4.0,0.0
5359,4.0,4.0
5889,0.0,0.0
6155,1.0,1.0
6022,0.0,0.0
6023,1.0,1.0
6156,0.0,0.0
5890,3.0,1.0
6024,0.0,0.0
5891,9.0,2.0
6157,0.0,0.0
6025,2.0,1.0
5227,5.0,7.0
5094,5.0,4.0
5360,8.0,0.0
5228,9.0,8.0
5095,4.0,4.0
5361,6.0,1.0
5096,3.0,7.0
5229,6.0,2.0
5362,3.0,2.0
5097,5.0,6.0
5892,5.0,1.0
6158,1.0,1.0
6026,7.0,8.0
5893,0.0,2.0
6159,3.0,3.0
6027,3.0,2.0
5894,4.0,5.0
6160,2.0,3.0
6028,3.0,9.0
6161,4.0,3.0
7588,0.0,0.0
7722,0.0,0.0
7855,0.0,0.0
7589,0.0,0.0
7723,0.0,0.0
7856,0.0,0.0
7590,0.0,0.0
7989,0.0,0.0
8523,0.0,0.0
8390,0.0,0.0
8657,0.0,0.0
8391,0.0,0.0
8524,0.0,0.0
8392,0.0,0.0
7050,0.0,0.0
6919,0.0,0.0
6384,0.0,0.0
6385,0.0,0.0
6518,0.0,0.0
6652,0.0,0.0
6519,0.0,0.0
6386,0.0,0.0
6653,0.0,0.0
7182,0.0,0.0
7183,0.0,0.0
7188,0.0,0.0
6387,0.0,0.0
6520,0.0,0.0
6388,0.0,0.0
6521,0.0,0.0
6654,0.0,0.0
6389,2.0,4.0
6522,0.0,0.0
6655,0.0,0.0
6390,1.0,0.0
6523,1.0,1.0
6786,0.0,0.0
6920,0.0,0.0
6787,0.0,0.0
6921,0.0,0.0
7054,0.0,0.0
6788,0.0,0.0
7055,0.0,0.0
6789,0.0,0.0
7321,0.0,0.0
7189,0.0,0.0
7455,0.0,0.0
7322,0.0,0.0
7190,0.0,0.0
7456,0.0,0.0
7323,0.0,0.0
7457,0.0,0.0
7324,0.0,0.0
7191,0.0,0.0
6922,0.0,0.0
6790,0.0,0.0
6923,0.0,0.0
7056,0.0,0.0
6791,0.0,0.0
7057,0.0,0.0
6924,0.0,0.0
6792,0.0,1.0
6925,0.0,0.0
7058,0.0,0.0
6656,0.0,0.0
6524,0.0,0.0
6657,0.0,0.0
6391,0.0,0.0
6525,0.0,0.0
6392,0.0,0.0
6658,0.0,0.0
6659,0.0,0.0
6526,0.0,0.0
6393,1.0,1.0
7458,0.0,0.0
7192,0.0,0.0
7325,0.0,0.0
7193,0.0,0.0
7326,0.0,0.0
7459,0.0,0.0
7194,0.0,0.0
7327,0.0,0.0
7460,0.0,0.0
7195,0.0,0.0
8790,0.0,0.0
9057,0.0,0.0
8924,0.0,0.0
9190,0.0,0.0
8791,0.0,0.0
8925,0.0,0.0
9058,0.0,0.0
9191,0.0,0.0
8792,0.0,0.0
9857,0.0,0.0
9724,0.0,0.0
9990,0.0,0.0
9991,0.0,0.0
9858,0.0,0.0
9590,0.0,0.0
9457,0.0,0.0
9324,0.0,0.0
9591,0.0,0.0
9458,0.0,0.0
9325,0.0,0.0
9326,0.0,0.0
9592,0.0,0.0
8926,0.0,0.0
9192,0.0,0.0
8793,0.0,0.0
9059,0.0,0.0
8927,0.0,0.0
9193,0.0,0.0
9060,0.0,0.0
8794,0.0,0.0
9194,0.0,0.0
8795,0.0,0.0
9459,0.0,0.0
9593,0.0,0.0
9460,0.0,0.0
9327,0.0,0.0
9594,0.0,0.0
9461,0.0,0.0
9328,0.0,0.0
9196,0.0,0.0
9329,0.0,0.0
9462,0.0,0.0
9725,0.0,0.0
9859,0.0,0.0
9726,0.0,0.0
9992,0.0,0.0
9993,0.0,0.0
9727,0.0,0.0
9860,0.0,0.0
9994,0.0,0.0
9728,0.0,0.0
9861,0.0,0.0
9061,0.0,0.0
8928,0.0,0.0
9195,0.0,0.0
8929,0.0,0.0
9062,0.0,0.0
8796,0.0,0.0
9063,0.0,0.0
8797,0.0,0.0
8930,0.0,2.0
8798,1.0,2.0
7724,0.0,0.0
7857,0.0,0.0
7591,0.0,0.0
7725,0.0,0.0
7858,0.0,0.0
7592,0.0,0.0
7726,0.0,0.0
7859,0.0,0.0
7593,0.0,0.0
7727,0.0,0.0
7990,0.0,0.0
8256,0.0,0.0
8123,0.0,0.0
7991,0.0,0.0
8257,0.0,0.0
8124,0.0,0.0
7992,0.0,0.0
8125,0.0,0.0
8258,0.0,0.0
8126,0.0,0.0
8259,0.0,0.0
7993,0.0,0.0
7994,0.0,0.0
8127,0.0,0.0
8260,0.0,0.0
7995,0.0,0.0
8128,0.0,0.0
8261,0.0,3.0
7996,0.0,0.0
8129,0.0,2.0
8525,0.0,0.0
8658,0.0,0.0
8393,0.0,0.0
8526,0.0,0.0
8659,0.0,0.0
8394,0.0,0.0
8527,0.0,0.0
8660,0.0,0.0
8528,1.0,0.0
8661,0.0,0.0
7860,0.0,0.0
7594,0.0,0.0
7861,1.0,1.0
7728,0.0,0.0
7595,0.0,0.0
7596,3.0,2.0
7729,0.0,0.0
7862,0.0,0.0
7863,0.0,1.0
7597,1.0,0.0
8262,1.0,1.0
7997,0.0,1.0
8263,11.0,5.0
8130,26.0,9.0
8264,10.0,11.0
7998,2.0,1.0
8131,12.0,3.0
8265,6.0,7.0
7999,0.0,0.0
8132,1.0,2.0
8395,1.0,0.0
8662,0.0,0.0
8396,10.0,9.0
8529,0.0,0.0
8397,12.0,2.0
8530,0.0,0.0
8663,1.0,1.0
8664,1.0,0.0
8398,0.0,0.0
8531,0.0,0.0
7730,1.0,1.0
7598,0.0,0.0
7864,1.0,1.0
7731,3.0,5.0
7599,0.0,0.0
7865,1.0,0.0
7732,0.0,0.0
7733,0.0,1.0
7866,1.0,0.0
7600,0.0,0.0
8266,0.0,1.0
8000,0.0,0.0
8133,0.0,1.0
8134,0.0,0.0
8001,1.0,0.0
8267,0.0,0.0
8135,0.0,1.0
8002,0.0,0.0
8268,0.0,0.0
8136,1.0,1.0
8665,0.0,0.0
8399,0.0,0.0
8532,0.0,0.0
8533,1.0,4.0
8400,0.0,1.0
8666,4.0,0.0
8401,0.0,1.0
8667,0.0,0.0
8534,1.0,0.0
8535,0.0,0.0
6394,1.0,1.0
6527,0.0,0.0
6660,0.0,0.0
6395,1.0,0.0
6661,0.0,0.0
6528,0.0,0.0
6662,0.0,0.0
6529,0.0,0.0
6396,0.0,0.0
6663,0.0,0.0
6793,0.0,0.0
6926,0.0,0.0
7059,0.0,0.0
6927,0.0,0.0
6794,0.0,0.0
7060,0.0,0.0
6928,0.0,0.0
6795,0.0,0.0
7061,0.0,0.0
6929,0.0,1.0
6796,0.0,0.0
7062,1.0,0.0
6930,0.0,0.0
6797,0.0,0.0
7063,0.0,0.0
6931,0.0,0.0
6798,0.0,0.0
7064,0.0,0.0
7065,0.0,0.0
6932,0.0,0.0
6530,0.0,0.0
6397,0.0,0.0
6664,0.0,0.0
6531,0.0,0.0
6398,0.0,1.0
6665,0.0,0.0
6532,0.0,0.0
6399,0.0,0.0
6400,0.0,0.0
6666,0.0,0.0
7461,0.0,0.0
7328,0.0,0.0
7196,0.0,0.0
7329,0.0,0.0
7462,0.0,0.0
7197,0.0,0.0
7330,0.0,1.0
7463,0.0,0.0
7198,0.0,2.0
7331,0.0,0.0
6533,0.0,0.0
6667,0.0,0.0
6534,0.0,0.0
6401,0.0,2.0
6668,0.0,0.0
6535,1.0,0.0
6402,0.0,0.0
6270,0.0,0.0
6403,0.0,0.0
6536,0.0,0.0
7464,0.0,0.0
7199,1.0,2.0
7465,0.0,0.0
7332,0.0,1.0
7200,0.0,0.0
7466,0.0,0.0
7333,0.0,2.0
7467,0.0,0.0
7334,0.0,1.0
7201,0.0,0.0
6799,0.0,0.0
6933,0.0,0.0
6800,0.0,0.0
7066,0.0,0.0
7067,0.0,0.0
6801,0.0,0.0
6934,0.0,0.0
7068,0.0,1.0
6802,0.0,0.0
6935,0.0,0.0
6669,0.0,0.0
6404,0.0,0.0
6537,0.0,0.0
6271,0.0,0.0
6670,0.0,0.0
6405,0.0,0.0
6538,0.0,0.0
6272,0.0,0.0
6671,0.0,0.0
6539,0.0,0.0
7335,0.0,0.0
7468,0.0,0.0
7202,0.0,0.0
7469,0.0,0.0
7336,0.0,0.0
7203,0.0,0.0
7337,0.0,0.0
7204,0.0,0.0
7470,0.0,2.0
7471,0.0,0.0
9595,0.0,0.0
9330,1.0,0.0
9463,0.0,0.0
9197,0.0,2.0
9596,0.0,0.0
9331,0.0,0.0
9464,0.0,0.0
9198,0.0,0.0
9597,0.0,0.0
9465,0.0,0.0
9064,0.0,0.0
8931,2.0,2.0
8799,1.0,1.0
8932,0.0,0.0
9065,0.0,0.0
8800,0.0,0.0
8933,1.0,0.0
9066,0.0,0.0
8801,0.0,1.0
8934,0.0,2.0
9729,0.0,0.0
9995,0.0,0.0
9862,0.0,0.0
9863,0.0,1.0
9996,0.0,0.0
9730,0.0,1.0
9864,0.0,0.0
9997,0.0,0.0
9731,0.0,0.0
9865,0.0,0.0
9199,0.0,0.0
9598,0.0,0.0
9332,0.0,0.0
9200,0.0,0.0
9466,0.0,0.0
9599,0.0,0.0
9333,0.0,0.0
9201,0.0,0.0
9467,0.0,0.0
9600,0.0,0.0
9067,0.0,0.0
9068,1.0,0.0
8802,0.0,0.0
8935,1.0,0.0
8936,0.0,0.0
9069,0.0,0.0
8803,0.0,0.0
9070,1.0,2.0
8937,2.0,0.0
8804,3.0,2.0
9998,0.0,1.0
9732,0.0,0.0
9733,0.0,0.0
9866,1.0,0.0
9999,0.0,0.0
9867,7.0,5.0
9734,0.0,1.0
10000,3.0,2.0
9735,5.0,4.0
9868,10.0,4.0
9334,0.0,0.0
9468,0.0,0.0
9601,0.0,0.0
9202,0.0,0.0
9335,0.0,0.0
9602,0.0,4.0
9203,0.0,0.0
9469,1.0,1.0
9336,0.0,0.0
9603,0.0,0.0
10001,3.0,5.0
9736,4.0,2.0
9869,2.0,4.0
10002,0.0,0.0
9737,0.0,0.0
9870,1.0,0.0
10003,0.0,0.0
9738,0.0,0.0
9871,0.0,0.0
10004,0.0,0.0
9470,0.0,0.0
9204,1.0,1.0
9337,0.0,0.0
9471,1.0,1.0
9604,0.0,0.0
9205,0.0,0.0
9338,1.0,2.0
9605,0.0,0.0
9206,0.0,0.0
9472,1.0,0.0
9071,6.0,8.0
8938,1.0,1.0
8805,1.0,0.0
8939,0.0,2.0
8806,0.0,0.0
9072,0.0,4.0
8807,0.0,0.0
8940,0.0,0.0
9073,0.0,0.0
8808,0.0,0.0
7601,0.0,0.0
7867,1.0,0.0
7734,0.0,0.0
7868,1.0,1.0
7602,1.0,2.0
7735,0.0,0.0
7736,0.0,1.0
7869,0.0,0.0
7603,0.0,1.0
7870,1.0,0.0
8003,3.0,3.0
8269,0.0,0.0
8270,0.0,0.0
8137,4.0,7.0
8004,5.0,2.0
8271,5.0,8.0
8005,5.0,6.0
8138,2.0,4.0
8272,0.0,4.0
8006,95.0,62.0
8402,1.0,0.0
8668,0.0,0.0
8669,0.0,0.0
8536,1.0,0.0
8403,0.0,0.0
8404,0.0,0.0
8537,0.0,0.0
8670,1.0,0.0
8538,1.0,0.0
8405,0.0,0.0
7604,0.0,0.0
7737,0.0,1.0
7738,0.0,2.0
7871,1.0,1.0
7605,0.0,1.0
7872,4.0,7.0
7739,11.0,9.0
7606,13.0,18.0
7740,9.0,22.0
7607,13.0,21.0
8139,6.0,10.0
8273,2.0,7.0
8007,7.0,12.0
8140,18.0,15.0
8141,1.0,1.0
8274,0.0,0.0
8008,8.0,11.0
8009,2.0,3.0
8142,1.0,1.0
8275,3.0,2.0
8671,0.0,1.0
8539,0.0,1.0
8672,1.0,0.0
8406,2.0,1.0
8540,0.0,0.0
8673,0.0,0.0
8407,0.0,0.0
8541,0.0,0.0
8674,0.0,0.0
8408,0.0,0.0
7873,54.0,51.0
7874,11.0,10.0
7608,7.0,6.0
7741,6.0,8.0
7609,21.0,22.0
